
2332 - zzSize=-8.5  [11/10/2016 09:46:27--11/10/2016 09:55:45]
2334 - zzSize=4.5  [11/10/2016 09:55:45--11/10/2016 09:56:32]
2340 - zzSize=-7.5  [11/10/2016 09:56:32--11/10/2016 10:01:04]
2344 - zzSize=6.25  [11/10/2016 10:01:04--11/10/2016 10:03:13]
2349 - zzSize=-7  [11/10/2016 10:03:13--11/10/2016 10:05:07]
2352 - zzSize=6.25  [11/10/2016 10:05:07--11/10/2016 10:06:28]
2359 - zzSize=-6.75  [11/10/2016 10:06:28--11/10/2016 10:12:06]
2374 - ZZSize=11.75  [11/10/2016 10:12:06--11/10/2016 10:27:55] >=10 + + + 15.82
2381 - zzSize=-5.25  [11/10/2016 10:27:55--11/10/2016 10:38:07]
2389 - ZZSize=10.25  [11/10/2016 10:38:07--11/10/2016 10:48:23] >=10 + + + 10.27
2395 - ZZSize=-10.25  [11/10/2016 10:48:23--11/10/2016 10:59:20] >=10 - - - 10.95
2408 - zzSize=8.75  [11/10/2016 10:59:20--11/10/2016 11:19:41]
2414 - zzSize=-5.75  [11/10/2016 11:19:41--11/10/2016 11:42:09]
2430 - ZZSize=13.25  [11/10/2016 11:42:09--11/10/2016 12:23:20] >=10 + + + 41.18
2432 - zzSize=-5.25  [11/10/2016 12:23:20--11/10/2016 12:25:55]
2443 - ZZSize=10.25  [11/10/2016 12:25:55--11/10/2016 12:56:07] >=10 + + + 30.2
2455 - zzSize=-9  [11/10/2016 12:56:07--11/10/2016 13:39:59]
2458 - zzSize=5.5  [11/10/2016 13:39:59--11/10/2016 13:49:48]
2460 - zzSize=-4.25  [11/10/2016 13:49:48--11/10/2016 13:59:26]
2463 - zzSize=4.5  [11/10/2016 13:59:26--11/10/2016 14:06:38]
2476 - ZZSize=-10  [11/10/2016 14:06:38--11/10/2016 14:47:53] >=10 - - - 41.25
2485 - zzSize=5.5  [11/10/2016 14:47:53--11/10/2016 15:32:38]
2498 - zzSize=-7  [11/10/2016 15:32:38--11/10/2016 21:16:55]
2504 - zzSize=9.75  [11/10/2016 21:16:55--11/11/2016 00:55:33]
2526 - ZZSize=-19.25  [11/11/2016 00:55:33--11/11/2016 04:40:36] >=16 - - - 225.05
2540 - ZZSize=10.25  [11/11/2016 04:40:36--11/11/2016 07:18:08] >=10 + + + 157.53
2547 - zzSize=-6.75  [11/11/2016 07:18:08--11/11/2016 08:28:27]
2551 - zzSize=7  [11/11/2016 08:28:27--11/11/2016 08:32:59]
2554 - zzSize=-6.75  [11/11/2016 08:32:59--11/11/2016 08:37:07]
2561 - zzSize=6.25  [11/11/2016 08:37:07--11/11/2016 08:44:32]
2569 - zzSize=-7.5  [11/11/2016 08:44:32--11/11/2016 08:59:45]
2584 - zzSize=7.5  [11/11/2016 08:59:45--11/11/2016 09:12:48]
2591 - zzSize=-9  [11/11/2016 09:12:48--11/11/2016 09:28:48]
2599 - zzSize=5  [11/11/2016 09:28:48--11/11/2016 09:45:33]
2613 - zzSize=-8.75  [11/11/2016 09:45:33--11/11/2016 10:28:17]
2617 - zzSize=6.25  [11/11/2016 10:28:17--11/11/2016 10:43:32]
2620 - zzSize=-5.5  [11/11/2016 10:43:32--11/11/2016 10:52:55]
2633 - ZZSize=12  [11/11/2016 10:52:55--11/11/2016 11:33:01] >=10 + + + 40.1
2638 - zzSize=-5.25  [11/11/2016 11:33:01--11/11/2016 12:02:23]
2643 - zzSize=5  [11/11/2016 12:02:23--11/11/2016 12:32:52]
2648 - zzSize=-6.25  [11/11/2016 12:32:52--11/11/2016 13:03:46]
2650 - zzSize=4.5  [11/11/2016 13:03:46--11/11/2016 13:24:26]
2656 - zzSize=-6.25  [11/11/2016 13:24:26--11/11/2016 14:05:06]
2677 - ZZSize=20.75  [11/11/2016 14:05:06--11/13/2016 19:29:29] >=16 + + + 264.38
2683 - zzSize=-8  [11/13/2016 19:29:29--11/13/2016 20:05:56]
2695 - zzSize=8.75  [11/13/2016 20:05:56--11/14/2016 02:38:00]
2710 - ZZSize=-16.5  [11/14/2016 02:38:00--11/14/2016 05:37:48] >=16 - - - 179.8
2715 - zzSize=7  [11/14/2016 05:37:48--11/14/2016 06:52:12]
2717 - zzSize=-4.25  [11/14/2016 06:52:12--11/14/2016 07:27:48]
2721 - zzSize=8.5  [11/14/2016 07:27:48--11/14/2016 08:00:04]
2737 - zzSize=-8.5  [11/14/2016 08:00:04--11/14/2016 08:44:57]
2740 - zzSize=4.25  [11/14/2016 08:44:57--11/14/2016 08:56:13]
2742 - zzSize=-5  [11/14/2016 08:56:13--11/14/2016 09:01:15]
2750 - zzSize=8  [11/14/2016 09:01:15--11/14/2016 09:19:06]
2767 - ZZSize=-13.75  [11/14/2016 09:19:06--11/14/2016 10:09:18] >=10 - - - 50.2
2770 - zzSize=6  [11/14/2016 10:09:18--11/14/2016 10:21:05]
2773 - zzSize=-4.25  [11/14/2016 10:21:05--11/14/2016 10:36:01]
2777 - zzSize=5  [11/14/2016 10:36:01--11/14/2016 10:53:11]
2786 - zzSize=-8.75  [11/14/2016 10:53:11--11/14/2016 11:39:20]
2797 - ZZSize=10.25  [11/14/2016 11:39:20--11/14/2016 12:32:08] >=10 + + + 52.8
2811 - zzSize=-6.25  [11/14/2016 12:32:08--11/14/2016 13:47:17]
2818 - zzSize=7.75  [11/14/2016 13:47:17--11/14/2016 14:26:07]
2823 - zzSize=-6.25  [11/14/2016 14:26:07--11/14/2016 14:52:09]
2848 - ZZSize=12  [11/14/2016 14:52:09--11/15/2016 03:14:01] >=10 + + + 681.87
2855 - zzSize=-8.25  [11/15/2016 03:14:01--11/15/2016 07:04:12]
2859 - zzSize=6  [11/15/2016 07:04:12--11/15/2016 07:37:58]
2867 - zzSize=-4.5  [11/15/2016 07:37:58--11/15/2016 08:51:03]
2876 - zzSize=6.5  [11/15/2016 08:51:03--11/15/2016 10:22:23]
2882 - zzSize=-4.75  [11/15/2016 10:22:23--11/15/2016 12:07:16]
2902 - ZZSize=20.25  [11/15/2016 12:07:16--11/15/2016 18:30:20] >=16 + + + 323.06
2926 - ZZSize=-16.25  [11/15/2016 18:30:20--11/16/2016 08:29:37] >=16 - - - 839.28
2929 - zzSize=6.5  [11/16/2016 08:29:37--11/16/2016 08:47:24]
2932 - zzSize=-5.25  [11/16/2016 08:47:24--11/16/2016 09:01:05]
2938 - zzSize=6.25  [11/16/2016 09:01:05--11/16/2016 09:51:08]
2948 - zzSize=-7.25  [11/16/2016 09:51:08--11/16/2016 11:27:00]
2965 - zzSize=9.25  [11/16/2016 11:27:00--11/16/2016 20:49:56]
2971 - zzSize=-6.25  [11/16/2016 20:49:56--11/17/2016 02:35:15]
2977 - zzSize=4.5  [11/17/2016 02:35:15--11/17/2016 05:55:21]
2982 - zzSize=-4.75  [11/17/2016 05:55:21--11/17/2016 07:57:51]
2991 - zzSize=9.75  [11/17/2016 07:57:51--11/17/2016 09:11:27]
2994 - zzSize=-5.75  [11/17/2016 09:11:27--11/17/2016 09:33:22]
3002 - zzSize=9.75  [11/17/2016 09:33:22--11/17/2016 11:47:13]
3008 - zzSize=-5.25  [11/17/2016 11:47:13--11/17/2016 13:41:45]
3013 - zzSize=5.25  [11/17/2016 13:41:45--11/17/2016 17:56:28]
3024 - zzSize=-9  [11/17/2016 17:56:28--11/18/2016 03:18:55]
3031 - ZZSize=10.25  [11/18/2016 03:18:55--11/18/2016 07:04:15] >=10 + + + 225.33
3033 - zzSize=-4.25  [11/18/2016 07:04:15--11/18/2016 07:40:36]
3036 - zzSize=5  [11/18/2016 07:40:36--11/18/2016 08:35:29]
3048 - ZZSize=-10  [11/18/2016 08:35:29--11/18/2016 10:17:04] >=10 - - - 101.58
3054 - zzSize=5.25  [11/18/2016 10:17:04--11/18/2016 14:53:17]
3056 - zzSize=-5.25  [11/18/2016 14:53:17--11/18/2016 14:59:55]
3068 - zzSize=8.25  [11/18/2016 14:59:55--11/21/2016 02:07:31]
3073 - zzSize=-6.5  [11/21/2016 02:07:31--11/21/2016 03:53:12]
3083 - ZZSize=12  [11/21/2016 03:53:12--11/21/2016 09:05:57] >=10 + + + 312.75
3086 - zzSize=-6.5  [11/21/2016 09:05:57--11/21/2016 09:30:47]
3095 - ZZSize=11.75  [11/21/2016 09:30:47--11/21/2016 15:06:00] >=10 + + + 335.22
3097 - zzSize=-4.5  [11/21/2016 15:06:00--11/21/2016 15:59:59]
3104 - ZZSize=11  [11/21/2016 15:59:59--11/21/2016 22:20:19] >=10 + + + 320.34
3110 - zzSize=-6.25  [11/21/2016 22:20:19--11/22/2016 08:11:47]
3112 - zzSize=4.25  [11/22/2016 08:11:47--11/22/2016 08:32:22]
3120 - zzSize=-9.25  [11/22/2016 08:32:22--11/22/2016 10:48:33]
3136 - ZZSize=11.75  [11/22/2016 10:48:33--11/23/2016 03:50:14] >=10 + + + 961.68
3153 - ZZSize=-11.5  [11/23/2016 03:50:14--11/23/2016 08:51:03] >=10 - - - 300.82
3158 - zzSize=7.25  [11/23/2016 08:51:03--11/23/2016 09:35:54]
3161 - zzSize=-5  [11/23/2016 09:35:54--11/23/2016 10:54:40]
3169 - zzSize=8  [11/23/2016 10:54:40--11/23/2016 15:59:59]
3172 - zzSize=-4.75  [11/23/2016 15:59:59--11/23/2016 19:56:24]
3183 - zzSize=9.75  [11/23/2016 19:56:24--11/24/2016 20:40:46]
3190 - zzSize=-4.75  [11/24/2016 20:40:46--11/25/2016 03:32:17]
3199 - zzSize=9.25  [11/25/2016 03:32:17--11/25/2016 12:14:59]
3211 - ZZSize=-12.25  [11/25/2016 12:14:59--11/28/2016 02:38:12] >=10 - - - 803.22
3230 - ZZSize=10  [11/28/2016 02:38:12--11/28/2016 09:34:52] >=10 + + + 416.67
3235 - zzSize=-8.25  [11/28/2016 09:34:52--11/28/2016 10:25:00]
3240 - zzSize=7.5  [11/28/2016 10:25:00--11/28/2016 11:37:46]
3246 - ZZSize=-10.5  [11/28/2016 11:37:46--11/28/2016 14:59:33] >=10 - - - 201.78
3257 - zzSize=7.75  [11/28/2016 14:59:33--11/29/2016 04:09:57]
3265 - zzSize=-7.75  [11/29/2016 04:09:57--11/29/2016 08:30:00]
3268 - zzSize=4.25  [11/29/2016 08:30:00--11/29/2016 08:40:47]
3271 - zzSize=-6.25  [11/29/2016 08:40:47--11/29/2016 08:57:15]
3285 - ZZSize=13.25  [11/29/2016 08:57:15--11/29/2016 13:58:21] >=10 + + + 301.1
3293 - zzSize=-8.75  [11/29/2016 13:58:21--11/29/2016 22:42:05]
3300 - zzSize=8  [11/29/2016 22:42:05--11/30/2016 03:30:23]
3302 - zzSize=-4.5  [11/30/2016 03:30:23--11/30/2016 04:22:41]
3308 - zzSize=9.5  [11/30/2016 04:22:41--11/30/2016 08:07:48]
3319 - zzSize=-9.75  [11/30/2016 08:07:48--11/30/2016 09:31:52]
3322 - zzSize=6  [11/30/2016 09:31:52--11/30/2016 10:26:13]
3330 - zzSize=-6.5  [11/30/2016 10:26:13--11/30/2016 11:20:08]
3333 - zzSize=4.5  [11/30/2016 11:20:08--11/30/2016 12:42:29]
3342 - zzSize=-8.75  [11/30/2016 12:42:29--11/30/2016 14:14:40]
3345 - zzSize=6.25  [11/30/2016 14:14:40--11/30/2016 14:31:37]
3355 - zzSize=-8.75  [11/30/2016 14:31:37--11/30/2016 17:20:53]
3359 - zzSize=5  [11/30/2016 17:20:53--11/30/2016 23:33:40]
3363 - zzSize=-7.5  [11/30/2016 23:33:40--12/1/2016 01:04:58]
3377 - zzSize=8.75  [12/1/2016 01:04:58--12/1/2016 08:30:04]
3387 - zzSize=-8.5  [12/1/2016 08:30:04--12/1/2016 08:57:02]
3391 - zzSize=7.25  [12/1/2016 08:57:02--12/1/2016 09:08:05]
3404 - zzSize=-9.25  [12/1/2016 09:08:05--12/1/2016 09:58:47]
3411 - zzSize=6.25  [12/1/2016 09:58:47--12/1/2016 10:53:30]
3422 - ZZSize=-11.5  [12/1/2016 10:53:30--12/1/2016 13:03:01] >=10 - - - 129.52
3424 - zzSize=4.5  [12/1/2016 13:03:01--12/1/2016 13:22:16]
3431 - zzSize=-5.75  [12/1/2016 13:22:16--12/1/2016 14:44:03]
3435 - zzSize=7  [12/1/2016 14:44:03--12/1/2016 15:33:08]
3446 - zzSize=-8.75  [12/1/2016 15:33:08--12/2/2016 03:40:36]
3455 - zzSize=7.25  [12/2/2016 03:40:36--12/2/2016 07:34:43]
3458 - zzSize=-4.75  [12/2/2016 07:34:43--12/2/2016 07:55:21]
3468 - zzSize=8.75  [12/2/2016 07:55:21--12/2/2016 09:04:37]
3471 - zzSize=-5  [12/2/2016 09:04:37--12/2/2016 09:19:11]
3479 - zzSize=6.75  [12/2/2016 09:19:11--12/2/2016 10:32:56]
3484 - zzSize=-7.75  [12/2/2016 10:32:56--12/2/2016 11:46:38]
3486 - zzSize=4.75  [12/2/2016 11:46:38--12/2/2016 12:05:28]
3491 - zzSize=-7.25  [12/2/2016 12:05:28--12/2/2016 13:23:15]
3494 - zzSize=6.25  [12/2/2016 13:23:15--12/2/2016 14:38:24]
3507 - ZZSize=-14.25  [12/2/2016 14:38:24--12/4/2016 17:27:50] >=10 - - - 109.43
3520 - ZZSize=10  [12/4/2016 17:27:50--12/4/2016 20:39:43] >=10 + + + 191.88
3524 - zzSize=-7  [12/4/2016 20:39:43--12/5/2016 01:07:20]
3531 - ZZSize=13.75  [12/5/2016 01:07:20--12/5/2016 01:31:37] >=10 + + + 24.28
3533 - zzSize=-4.5  [12/5/2016 01:31:37--12/5/2016 01:47:33]
3548 - ZZSize=14.5  [12/5/2016 01:47:33--12/5/2016 03:00:34] >=10 + + + 73.02
3557 - zzSize=-7.75  [12/5/2016 03:00:34--12/5/2016 07:45:01]
3565 - ZZSize=10.75  [12/5/2016 07:45:01--12/5/2016 09:07:26] >=10 + + + 82.42
3581 - zzSize=-9.5  [12/5/2016 09:07:26--12/5/2016 13:48:07]
3584 - zzSize=6.75  [12/5/2016 13:48:07--12/5/2016 15:59:59]
3592 - zzSize=-5.75  [12/5/2016 15:59:59--12/6/2016 02:43:47]
3599 - zzSize=8.75  [12/6/2016 02:43:47--12/6/2016 08:15:01]
3607 - zzSize=-8.25  [12/6/2016 08:15:01--12/6/2016 09:32:10]
3628 - ZZSize=12.25  [12/6/2016 09:32:10--12/7/2016 02:14:14] >=10 + + + 942.06
3634 - zzSize=-6.25  [12/7/2016 02:14:14--12/7/2016 07:57:33]
3673 - ZZSize=34.5  [12/7/2016 07:57:33--12/7/2016 14:41:05] >=30 + + + 403.53
3676 - zzSize=-5.25  [12/7/2016 14:41:05--12/7/2016 14:56:41]
3678 - zzSize=4.25  [12/7/2016 14:56:41--12/7/2016 15:03:29]
3684 - zzSize=-5.25  [12/7/2016 15:03:29--12/7/2016 17:36:25]
3689 - zzSize=5.25  [12/7/2016 17:36:25--12/8/2016 01:01:53]
3691 - zzSize=-5  [12/8/2016 01:01:53--12/8/2016 04:20:01]
3694 - zzSize=4.25  [12/8/2016 04:20:01--12/8/2016 06:45:12]
3700 - zzSize=-6.25  [12/8/2016 06:45:12--12/8/2016 06:46:33]
3709 - zzSize=7.25  [12/8/2016 06:46:33--12/8/2016 06:59:26]
3712 - zzSize=-5.75  [12/8/2016 06:59:26--12/8/2016 07:06:31]
3718 - zzSize=6.75  [12/8/2016 07:06:31--12/8/2016 07:44:28]
3720 - zzSize=-4.75  [12/8/2016 07:44:28--12/8/2016 07:53:09]
3730 - zzSize=7.25  [12/8/2016 07:53:09--12/8/2016 08:53:34]
3735 - zzSize=-7  [12/8/2016 08:53:34--12/8/2016 09:16:41]
3756 - ZZSize=14.5  [12/8/2016 09:16:41--12/8/2016 13:07:15] >=10 + + + 230.57
3764 - zzSize=-9.25  [12/8/2016 13:07:15--12/8/2016 13:55:05]
3817 - ZZSize=28  [12/8/2016 13:55:05--12/11/2016 17:19:09] >=22 + + + 144.07
3826 - ZZSize=-13.5  [12/11/2016 17:19:09--12/11/2016 21:47:26] >=10 - - - 268.28
3828 - zzSize=4.75  [12/11/2016 21:47:26--12/12/2016 01:00:09]
3830 - zzSize=-4.75  [12/12/2016 01:00:09--12/12/2016 01:38:25]
3833 - zzSize=5  [12/12/2016 01:38:25--12/12/2016 02:18:18]
3838 - zzSize=-6.5  [12/12/2016 02:18:18--12/12/2016 03:57:25]
3850 - zzSize=9.25  [12/12/2016 03:57:25--12/12/2016 09:05:45]
3861 - ZZSize=-12.25  [12/12/2016 09:05:45--12/12/2016 11:14:40] >=10 - - - 128.92
3878 - zzSize=6  [12/12/2016 11:14:40--12/12/2016 15:14:30]
3881 - zzSize=-5  [12/12/2016 15:14:30--12/12/2016 18:11:24]
3903 - ZZSize=20  [12/12/2016 18:11:24--12/13/2016 08:45:44] >=16 + + + 874.33
3915 - zzSize=-8.25  [12/13/2016 08:45:44--12/13/2016 09:40:58]
3930 - ZZSize=13.5  [12/13/2016 09:40:58--12/13/2016 12:39:29] >=10 + + + 178.52
3934 - zzSize=-7.5  [12/13/2016 12:39:29--12/13/2016 13:39:41]
3939 - zzSize=4.75  [12/13/2016 13:39:41--12/13/2016 14:49:26]
3958 - zzSize=-7.5  [12/13/2016 14:49:26--12/14/2016 08:30:08]
3961 - zzSize=5  [12/14/2016 08:30:08--12/14/2016 08:44:10]
3966 - zzSize=-6.25  [12/14/2016 08:44:10--12/14/2016 09:23:14]
3968 - zzSize=4.25  [12/14/2016 09:23:14--12/14/2016 09:36:40]
3974 - zzSize=-5.5  [12/14/2016 09:36:40--12/14/2016 11:01:02]
3981 - zzSize=8.75  [12/14/2016 11:01:02--12/14/2016 13:00:00]
3983 - zzSize=-4.5  [12/14/2016 13:00:00--12/14/2016 13:00:00]
3985 - zzSize=4.5  [12/14/2016 13:00:00--12/14/2016 13:00:00]
3996 - zzSize=-6.5  [12/14/2016 13:00:00--12/14/2016 13:02:12]
4003 - ZZSize=10  [12/14/2016 13:02:12--12/14/2016 13:05:00] >=10 + + + 2.8
4007 - zzSize=-7.75  [12/14/2016 13:05:00--12/14/2016 13:07:50]
4009 - zzSize=5  [12/14/2016 13:07:50--12/14/2016 13:10:03]
4019 - ZZSize=-11.75  [12/14/2016 13:10:03--12/14/2016 13:16:01] >=10 - - - 5.97
4025 - zzSize=5.75  [12/14/2016 13:16:01--12/14/2016 13:21:14]
4032 - ZZSize=-11.75  [12/14/2016 13:21:14--12/14/2016 13:30:15] >=10 - - - 9.02
4043 - ZZSize=10.25  [12/14/2016 13:30:15--12/14/2016 13:43:39] >=10 + + + 13.4
4055 - ZZSize=-10.75  [12/14/2016 13:43:39--12/14/2016 14:00:09] >=10 - - - 16.5
4060 - zzSize=5.5  [12/14/2016 14:00:09--12/14/2016 14:07:29]
4072 - ZZSize=-14  [12/14/2016 14:07:29--12/14/2016 14:18:02] >=10 - - - 10.55
4087 - ZZSize=17  [12/14/2016 14:18:02--12/14/2016 14:40:44] >=16 + + + 22.7
4096 - ZZSize=-14.75  [12/14/2016 14:40:44--12/14/2016 14:54:13] >=10 - - - 13.48
4099 - zzSize=5.5  [12/14/2016 14:54:13--12/14/2016 14:57:04]
4101 - zzSize=-4.75  [12/14/2016 14:57:04--12/14/2016 14:59:51]
4106 - zzSize=7.25  [12/14/2016 14:59:51--12/14/2016 15:59:59]
4109 - zzSize=-5.25  [12/14/2016 15:59:59--12/14/2016 17:43:57]
4113 - zzSize=8.5  [12/14/2016 17:43:57--12/14/2016 18:13:31]
4120 - zzSize=-5.25  [12/14/2016 18:13:31--12/14/2016 21:28:20]
4122 - zzSize=5.75  [12/14/2016 21:28:20--12/14/2016 23:26:04]
4127 - zzSize=-5.5  [12/14/2016 23:26:04--12/15/2016 01:54:12]
4131 - zzSize=5.25  [12/15/2016 01:54:12--12/15/2016 02:29:26]
4134 - zzSize=-6.25  [12/15/2016 02:29:26--12/15/2016 02:47:18]
4141 - zzSize=7.25  [12/15/2016 02:47:18--12/15/2016 05:35:28]
4150 - ZZSize=-10.5  [12/15/2016 05:35:28--12/15/2016 07:21:49] >=10 - - - 106.35
4154 - zzSize=7.5  [12/15/2016 07:21:49--12/15/2016 08:16:28]
4157 - zzSize=-5.25  [12/15/2016 08:16:28--12/15/2016 08:31:43]
4162 - zzSize=5  [12/15/2016 08:31:43--12/15/2016 08:35:29]
4164 - zzSize=-5.25  [12/15/2016 08:35:29--12/15/2016 08:40:43]
4176 - ZZSize=15  [12/15/2016 08:40:43--12/15/2016 09:07:52] >=10 + + + 27.15
4181 - zzSize=-5.5  [12/15/2016 09:07:52--12/15/2016 09:25:34]
4191 - zzSize=9  [12/15/2016 09:25:34--12/15/2016 10:25:30]
4206 - zzSize=-8.5  [12/15/2016 10:25:30--12/15/2016 11:57:00]
4208 - zzSize=5  [12/15/2016 11:57:00--12/15/2016 12:27:14]
4214 - ZZSize=-11.5  [12/15/2016 12:27:14--12/15/2016 12:55:39] >=10 - - - 28.42
4224 - zzSize=7.25  [12/15/2016 12:55:39--12/15/2016 13:56:15]
4231 - zzSize=-4.25  [12/15/2016 13:56:15--12/15/2016 14:42:04]
4240 - zzSize=5.5  [12/15/2016 14:42:04--12/15/2016 18:16:44]
4245 - zzSize=-4.75  [12/15/2016 18:16:44--12/16/2016 03:13:23]
4252 - zzSize=7.5  [12/16/2016 03:13:23--12/16/2016 07:54:26]
4266 - zzSize=-7.5  [12/16/2016 07:54:26--12/16/2016 09:39:08]
4268 - zzSize=5.5  [12/16/2016 09:39:08--12/16/2016 09:53:08]
4274 - ZZSize=-10  [12/16/2016 09:53:08--12/16/2016 10:31:59] >=10 - - - 38.85
4277 - zzSize=6.75  [12/16/2016 10:31:59--12/16/2016 11:06:05]
4284 - zzSize=-9.25  [12/16/2016 11:06:05--12/16/2016 12:23:26]
4292 - zzSize=5.5  [12/16/2016 12:23:26--12/16/2016 14:03:38]
4296 - zzSize=-5.5  [12/16/2016 14:03:38--12/16/2016 14:46:42]
4308 - ZZSize=11.25  [12/16/2016 14:46:42--12/19/2016 02:00:03] >=10 + + + 613.35
4315 - zzSize=-6.75  [12/19/2016 02:00:03--12/19/2016 08:42:12]
4325 - zzSize=9.75  [12/19/2016 08:42:12--12/19/2016 10:13:54]
4329 - zzSize=-7.75  [12/19/2016 10:13:54--12/19/2016 11:09:31]
4336 - zzSize=6.5  [12/19/2016 11:09:31--12/19/2016 13:18:12]
4341 - zzSize=-8.25  [12/19/2016 13:18:12--12/19/2016 14:27:33]
4361 - ZZSize=15.25  [12/19/2016 14:27:33--12/20/2016 09:01:18] >=10 + + + 1053.75
4367 - zzSize=-6.25  [12/20/2016 09:01:18--12/20/2016 11:11:33]
4369 - zzSize=4.25  [12/20/2016 11:11:33--12/20/2016 13:12:49]
4371 - zzSize=-5.25  [12/20/2016 13:12:49--12/20/2016 13:42:13]
4376 - zzSize=5.5  [12/20/2016 13:42:13--12/20/2016 15:59:59]
4382 - zzSize=-4.25  [12/20/2016 15:59:59--12/21/2016 07:10:27]
4384 - zzSize=4.5  [12/21/2016 07:10:27--12/21/2016 08:35:56]
4396 - ZZSize=-12.5  [12/21/2016 08:35:56--12/21/2016 23:58:56] >=10 - - - 863
4401 - zzSize=5.5  [12/21/2016 23:58:56--12/22/2016 07:45:19]
4411 - zzSize=-9.5  [12/22/2016 07:45:19--12/22/2016 11:30:38]
4414 - zzSize=6.5  [12/22/2016 11:30:38--12/22/2016 13:42:01]
4416 - zzSize=-5  [12/22/2016 13:42:01--12/22/2016 14:40:05]
4422 - zzSize=8  [12/22/2016 14:40:05--12/23/2016 02:07:16]
4429 - zzSize=-6.75  [12/23/2016 02:07:16--12/23/2016 10:27:00]
4442 - ZZSize=15.25  [12/23/2016 10:27:00--12/27/2016 10:05:29] >=10 + + + 1358.48
4450 - zzSize=-9  [12/27/2016 10:05:29--12/27/2016 15:59:59]
4457 - zzSize=7  [12/27/2016 15:59:59--12/28/2016 08:36:09]
4493 - ZZSize=-25.25  [12/28/2016 08:36:09--12/29/2016 02:03:46] >=22 - - - 987.62
4503 - zzSize=7.75  [12/29/2016 02:03:46--12/29/2016 08:44:49]
4514 - ZZSize=-10.5  [12/29/2016 08:44:49--12/29/2016 11:17:40] >=10 - - - 152.85
4531 - ZZSize=13.25  [12/29/2016 11:17:40--12/30/2016 01:00:02] >=10 + + + 762.36
4559 - ZZSize=-16  [12/30/2016 01:00:02--12/30/2016 09:31:16] >=16 - - - 511.23
4564 - zzSize=6.25  [12/30/2016 09:31:16--12/30/2016 10:59:32]
4578 - ZZSize=-15  [12/30/2016 10:59:32--12/30/2016 13:59:54] >=10 - - - 180.37
4582 - zzSize=7  [12/30/2016 13:59:54--12/30/2016 14:33:00]
4585 - zzSize=-5.75  [12/30/2016 14:33:00--12/30/2016 14:55:44]
4590 - zzSize=8.25  [12/30/2016 14:55:44--12/30/2016 15:00:10]
4594 - zzSize=-4.5  [12/30/2016 15:00:10--12/30/2016 15:59:59]
4597 - ZZSize=12  [12/30/2016 15:59:59--1/2/2017 17:07:37] >=10 + + + 7.64
4601 - zzSize=-4.75  [1/2/2017 17:07:37--1/2/2017 18:48:12]
4618 - ZZSize=15  [1/2/2017 18:48:12--1/3/2017 06:36:28] >=10 + + + 708.27
4622 - zzSize=-5.75  [1/3/2017 06:36:28--1/3/2017 08:34:14]
4624 - zzSize=4.5  [1/3/2017 08:34:14--1/3/2017 08:38:18]
4631 - zzSize=-5.75  [1/3/2017 08:38:18--1/3/2017 08:56:55]
4637 - ZZSize=11.25  [1/3/2017 08:56:55--1/3/2017 09:10:26] >=10 + + + 13.52
4647 - ZZSize=-15.5  [1/3/2017 09:10:26--1/3/2017 10:03:16] >=10 - - - 52.83
4651 - zzSize=4.5  [1/3/2017 10:03:16--1/3/2017 10:25:53]
4658 - zzSize=-9  [1/3/2017 10:25:53--1/3/2017 10:46:33]
4661 - zzSize=5.25  [1/3/2017 10:46:33--1/3/2017 11:05:43]
4666 - zzSize=-5  [1/3/2017 11:05:43--1/3/2017 11:49:37]
4670 - zzSize=4.5  [1/3/2017 11:49:37--1/3/2017 12:39:56]
4672 - zzSize=-4.25  [1/3/2017 12:39:56--1/3/2017 13:01:30]
4698 - ZZSize=23.75  [1/3/2017 13:01:30--1/4/2017 08:36:23] >=22 + + + 1114.88
4707 - zzSize=-6.25  [1/4/2017 08:36:23--1/4/2017 09:37:55]
4719 - zzSize=9.75  [1/4/2017 09:37:55--1/4/2017 14:47:20]
4728 - zzSize=-7  [1/4/2017 14:47:20--1/5/2017 02:05:38]
4731 - zzSize=4.25  [1/5/2017 02:05:38--1/5/2017 04:24:01]
4736 - zzSize=-5.75  [1/5/2017 04:24:01--1/5/2017 07:12:31]
4745 - zzSize=6.5  [1/5/2017 07:12:31--1/5/2017 09:21:35]
4757 - ZZSize=-11.25  [1/5/2017 09:21:35--1/5/2017 10:58:05] >=10 - - - 96.5
4780 - ZZSize=12.75  [1/5/2017 10:58:05--1/6/2017 07:43:53] >=10 + + + 1185.8
4788 - zzSize=-8.5  [1/6/2017 07:43:53--1/6/2017 08:40:21]
4796 - zzSize=7.75  [1/6/2017 08:40:21--1/6/2017 09:14:59]
4799 - zzSize=-5  [1/6/2017 09:14:59--1/6/2017 09:44:37]
4811 - ZZSize=16  [1/6/2017 09:44:37--1/6/2017 11:51:09] >=16 + + + 126.53
4823 - zzSize=-6.5  [1/6/2017 11:51:09--1/8/2017 17:33:58]
4825 - zzSize=4.75  [1/8/2017 17:33:58--1/9/2017 02:07:22]
4836 - ZZSize=-11.75  [1/9/2017 02:07:22--1/9/2017 08:48:58] >=10 - - - 401.6
4842 - zzSize=6.75  [1/9/2017 08:48:58--1/9/2017 10:33:25]
4858 - ZZSize=-10.75  [1/9/2017 10:33:25--1/10/2017 00:52:05] >=10 - - - 798.66
